student_id,semester,previous_gpa,attendance_pct,internal_1,internal_2,assignment_avg,assignment_completion_pct,quiz_avg,study_hours_weekly,class_participation,late_submissions,final_score,risk_level,edge_case_type
STU0482,5,6.47,79.6,54.7,53.9,92.3,57.6,,15.3,4.4,5,64.5,Low,normal
STU0483,3,7.16,83.7362851715337,77.2,74.0,45.99459630411475,35.38373638378421,100.0,8.7,6.5,10,49.8,Medium,assignment_problem
STU0484,3,6.85,90.3,62.1,50.0,69.0,96.6,68.1,14.1,4.9,5,70.7,Low,normal
STU0485,6,7.9,67.2,84.9125227708892,76.33770989735433,80.3,71.4,99.69714303794137,2.745925996345053,2.716293923688315,2,77.8,Low,low_engagement_high_performance
STU0486,6,5.92,48.2,49.6,39.6,58.1,56.5,32.9,8.4,3.9,2,30.8,High,normal
STU0487,6,7.54,76.80654015567355,74.5,77.2,26.28178695944173,30.850547423292845,67.9,10.3,5.6,9,47.6,Medium,assignment_problem
STU0488,4,6.1,60.9,66.8,82.3,60.4,76.5,44.5,12.9,6.0,2,60.3,Low,normal
STU0489,6,5.45,36.1,30.9,24.3,47.8,20.5,45.2,3.5,1.3,8,35.0,High,normal
STU0490,4,7.32,65.2,88.2208075370851,32.13332455747914,44.30207596119136,62.9,33.1,11.6,6.0,2,26.9,High,sudden_decline
STU0491,5,5.79,95.7,64.7,38.6,72.0,61.1,42.5,10.5,6.1,6,57.5,Medium,normal
STU0492,4,8.53,92.7,43.7,58.5,63.7,77.6,63.1,14.6,4.5,4,52.8,Medium,normal
STU0493,4,7.54,78.1,48.4,62.5,47.1,58.1,54.8,11.2,6.9,6,61.6,Low,normal
STU0494,6,8.11,83.3,58.2,64.3,100.0,100.0,61.8,14.6,7.1,2,79.0,Low,normal
STU0495,5,6.97,96.3,76.1,39.4,75.7,80.8,46.4,14.7,4.7,3,52.9,Medium,normal
STU0496,4,6.81,40.70846779686302,86.68270624552919,91.16821184551424,85.63529976479546,66.8,74.4,9.8,,4,87.8,Low,low_attendance_high_performance
STU0497,4,7.44,81.9,93.47991961255687,45.89590891300294,54.509636202535944,67.0,67.0,13.5,4.5,6,52.1,Medium,sudden_decline
STU0498,3,7.42,85.9,84.0,90.0,85.5,95.5,58.9,14.6,5.8,7,87.2,Low,normal
STU0499,5,7.54,52.1,57.9,79.4,60.5,46.4,42.8,6.3,1.5,3,49.0,Medium,normal
STU0500,3,8.33,41.3,45.2,45.3,39.1,38.7,50.7,4.9,0.0,1,60.9,Low,normal
STU0501,3,7.13,75.1,78.8,56.8,60.9,76.0,65.8,11.0,3.9,6,68.8,Low,normal
STU0502,5,6.53,77.4,56.9,40.8,44.2,65.4,58.0,7.6,6.2,5,52.7,Medium,normal
STU0503,5,5.3,76.9,50.8,52.3,70.6,71.0,62.4,12.5,5.1,3,46.0,Medium,normal
STU0504,6,5.31,60.3,36.0,38.7,40.9,36.2,17.1,11.7,5.6,6,33.8,High,normal
STU0505,5,6.89,96.0,40.1,42.5,71.1,68.8,52.9,15.3,5.2,1,64.6,Low,normal
STU0506,6,8.89,65.3,68.0,86.0,99.6,90.9,93.1,16.9,4.8,2,95.4,Low,normal
STU0507,6,5.56,65.6,59.4,51.7,51.2,69.4,57.6,8.2,4.0,2,47.3,Medium,normal
STU0508,6,6.91,71.7,51.6,51.9,56.6,66.4,55.6,11.4,6.5,6,67.7,Low,normal
STU0509,5,7.6,65.3,61.7,47.7,57.6,43.4,84.6,6.2,3.6,0,69.5,Low,normal
STU0510,4,5.31,72.2,24.8,29.3,54.6,54.2,47.6,10.3,10.0,4,43.9,High,normal
STU0511,6,6.03,69.1,32.2,10.1,63.9,70.4,52.9,13.2,4.8,4,36.7,High,normal
STU0512,4,7.97,93.85280634064654,27.345953833771794,46.266063703683734,75.0,72.4,46.123806382312495,11.6,6.2,0,35.0,High,high_attendance_low_performance
STU0513,3,5.38,58.4,38.9,29.7,28.3,43.0,20.8,7.0,0.0,1,52.3,Medium,normal
STU0514,4,6.55,62.2,67.0,53.7,63.0,63.0,33.9,12.5,4.7,1,60.2,Low,normal
STU0515,3,8.61,97.1,91.8,90.1,99.1,98.3,75.6,19.3,8.6,1,100.0,Low,normal
STU0516,6,10.0,100.0,81.0,87.8,72.5,85.9,75.8,11.6,6.5,1,91.2,Low,normal
STU0517,5,7.53,70.0,67.3,62.4,87.9,89.1,36.4,15.4,6.8,0,65.3,Low,normal
STU0518,5,7.17,54.3,46.7,44.8,53.9,53.5,32.5,7.1,3.1,1,56.5,Medium,normal
STU0519,5,6.19,68.7,65.3,31.3,48.4,45.4,35.9,5.5,2.6,4,65.1,Low,normal
STU0520,4,6.42,88.7,78.6,63.7,81.9,69.0,70.9,13.7,,1,68.4,Low,normal
STU0521,3,8.06,73.2,60.6,57.2,55.2,44.3,53.7,12.5,3.8,6,69.3,Low,normal
STU0522,5,7.28,67.6,65.8,54.3,74.6,64.7,58.0,9.7,5.4,0,67.4,Low,normal
STU0523,5,7.21,51.6,79.1,75.7,55.1,65.1,47.8,7.2,2.9,4,55.8,Medium,normal
STU0524,4,5.12,60.8,45.7,30.0,32.0,65.7,35.2,8.9,5.7,4,29.8,High,normal
STU0525,6,4.46,73.1,56.9,44.1,35.0,53.7,52.1,12.1,4.5,2,45.7,Medium,normal
STU0526,3,8.2,69.2,51.3,65.7,78.2,63.2,70.1,11.2,5.1,2,73.3,Low,normal
STU0527,3,6.24,69.4,64.7,67.2,51.7,71.1,37.0,6.8,2.1,1,68.2,Low,normal
STU0528,3,9.31,71.2,79.93982137494729,95.09122657651143,92.0,73.0,92.71037150201285,1.8721508626691192,1.2629026812389346,6,80.7,Low,low_engagement_high_performance
STU0529,4,9.19,89.2,100.0,97.6,95.6,95.1,85.7,15.1,5.8,1,100.0,Low,normal
STU0530,6,4.27,56.2,55.8,17.4,57.6,42.3,32.6,6.3,4.2,1,38.5,High,normal
STU0531,6,4.88,60.2,42.3,50.3,47.1,49.2,36.1,10.1,1.6,4,45.7,Medium,normal
STU0532,4,6.93,33.0,70.6,72.0,49.3,31.3,42.9,0.1,3.6,7,62.8,Low,normal
STU0533,5,6.9,38.5,70.3,48.3,35.7,32.8,53.5,3.6,3.0,5,66.9,Low,normal
STU0534,5,7.14,55.4,53.9,51.3,60.1,42.5,44.5,2.2,4.4,8,55.8,Medium,normal
STU0535,3,3.63,35.9,54.3,21.1,34.2,39.5,22.4,5.4,3.2,5,20.5,High,normal
STU0536,3,5.66,76.9,57.2,32.1,60.9,47.7,42.2,9.9,4.3,4,49.5,Medium,normal
STU0537,6,5.33,48.3,86.09334468204466,85.09075909463418,63.1,23.5,93.62501117147585,2.9431497345942645,1.700352884068979,5,76.0,Low,low_engagement_high_performance
STU0538,5,9.04,94.86208611988363,39.22643878851266,32.74525122826131,66.9,82.2,49.75505677277725,9.2,8.5,4,55.4,Medium,high_attendance_low_performance
STU0539,6,6.22,76.1,78.74948547427282,40.120857572991476,52.567598303496155,56.8,63.0,10.1,4.3,4,52.0,Medium,sudden_decline
STU0540,4,9.73,80.3,77.77720812862583,88.5448657817596,82.7,87.1,99.95895032572837,2.964142992866727,0.3357000578882102,5,77.0,Low,low_engagement_high_performance
STU0541,5,5.51,43.7,56.8,33.8,32.4,44.8,58.5,0.9,3.7,8,31.9,High,normal
STU0542,3,6.56,56.4,53.6,49.7,52.9,78.5,63.8,8.2,4.9,4,61.6,Low,normal
STU0543,4,9.11,83.2,70.1,74.4,95.3,99.1,59.2,21.0,8.5,4,73.2,Low,normal
STU0544,5,6.54,64.7,68.0,69.1,60.0,58.2,49.8,9.2,3.6,4,69.6,Low,normal
STU0545,4,7.03,94.9,51.9,62.2,79.1,67.4,59.6,9.2,5.8,3,71.4,Low,normal
STU0546,3,7.87,88.5,83.9,100.0,66.0,100.0,54.4,13.7,10.0,1,81.8,Low,normal
STU0547,4,8.35,100.0,87.8,97.3,99.5,81.3,74.2,15.5,8.0,2,90.1,Low,normal
STU0548,3,6.94,62.5,67.0,55.6,57.6,53.5,,13.9,3.1,4,61.9,Low,normal
STU0549,5,6.31,70.8,73.0,57.1,54.6,56.3,56.7,13.2,2.3,0,59.1,Medium,normal
STU0550,4,4.8,44.2,42.09082350242762,89.8614803456324,43.3,58.5,90.56663117461214,11.9,4.7,5,74.5,Low,sudden_improvement
STU0551,3,7.1,77.5,60.2,67.0,50.6,77.9,53.5,12.7,7.0,1,67.0,Low,normal
STU0552,3,5.49,71.9,46.1,30.0,35.7,58.8,6.1,11.7,3.3,2,41.3,High,normal
STU0553,3,8.56,78.1,93.0,88.6,87.6,84.7,80.1,10.7,7.0,4,96.7,Low,normal
STU0554,5,6.66,100.0,53.8,42.7,73.2,91.4,67.4,20.0,10.0,0,59.5,Medium,normal
STU0555,3,7.13,81.2,68.8,51.0,67.1,64.4,75.8,13.9,4.8,7,71.9,Low,normal
STU0556,6,6.93,69.5,53.3,60.6,56.9,71.4,27.3,10.9,5.0,7,48.1,Medium,normal
STU0557,3,8.29,89.2,68.2,71.8,92.0,86.7,80.8,20.5,7.0,4,69.3,Low,normal
STU0558,3,8.29,77.0,86.1,82.7,77.4,82.1,54.5,13.6,7.5,5,78.3,Low,normal
STU0559,6,5.24,70.8,49.4,39.8,44.0,64.9,58.3,8.6,5.0,3,41.2,High,normal
STU0560,5,7.04,55.2,29.048543866779468,88.66862822204378,57.7,51.2,73.16058139274121,12.5,3.7,4,81.0,Low,sudden_improvement
STU0561,3,5.15,75.3,29.3,44.3,42.5,60.8,22.5,11.5,3.8,4,58.1,Medium,normal
STU0562,6,7.5,76.3,85.7,72.6,69.5,83.6,85.8,17.7,7.8,2,76.9,Low,normal
STU0563,4,8.62,95.6,75.7,84.9,85.3,89.1,70.9,22.0,8.5,1,100.0,Low,normal
STU0564,6,10.0,85.9,72.9,87.8,86.6,88.1,86.4,11.2,8.7,2,82.4,Low,normal
STU0565,5,7.66,68.6,55.4,50.0,83.9,74.3,62.2,13.6,7.3,1,52.3,Medium,normal
STU0566,5,6.17,82.2,48.1,50.8,68.3,65.0,71.5,15.6,4.6,5,70.1,Low,normal
STU0567,6,8.23,83.7,75.0,60.8,85.5,77.8,86.6,15.3,,3,70.2,Low,normal
STU0568,3,7.46,84.2,84.3,91.3,81.6,69.2,60.6,10.9,4.2,2,81.7,Low,normal
STU0569,5,7.39,47.5,32.2,24.0,48.6,49.5,,2.9,0.1,5,31.9,High,normal
STU0570,4,8.95,78.9,77.6,67.0,60.7,79.2,73.3,10.2,8.1,5,76.0,Low,normal
STU0571,3,5.86,94.3,48.6,41.8,71.7,84.2,38.4,12.8,7.5,2,46.1,Medium,normal
STU0572,3,5.82,54.8,60.7,37.1,56.9,51.2,41.1,7.3,1.9,5,48.8,Medium,normal
STU0573,3,6.6,54.64926063502719,78.48212408535477,89.91705754911129,91.27910991654868,68.2,89.5,13.4,4.8,0,88.5,Low,low_attendance_high_performance
STU0574,5,7.32,84.0,49.5,61.1,76.0,98.6,59.3,15.3,5.5,8,66.4,Low,normal
STU0575,5,4.34,87.4,50.6,43.9,67.6,68.6,49.6,10.5,5.2,2,56.3,Medium,normal
STU0576,5,6.64,57.4,49.9,42.0,41.2,34.3,48.2,6.1,4.4,5,52.3,Medium,normal
STU0577,3,8.16,85.6,84.33107686130961,44.258741781167444,46.47497947073256,84.6,61.5,7.7,6.6,3,40.8,High,sudden_decline
STU0578,4,7.66,37.3,38.2,39.0,56.7,45.4,55.7,5.3,0.0,7,48.5,Medium,normal
STU0579,6,7.0,74.6,69.0,69.1,74.1,64.1,51.3,14.7,8.6,1,66.5,Low,normal
STU0580,4,5.55,69.2,69.2,52.2,63.5,62.6,38.0,8.4,4.7,6,60.0,Low,normal
STU0581,5,8.19,91.46135690011789,43.72361136993113,33.44932416053177,70.4,84.2,23.257216771654694,13.2,4.7,6,48.8,Medium,high_attendance_low_performance
STU0582,6,5.08,71.0,41.37633533598362,90.72912289987747,53.3,52.3,89.54658946463638,5.5,5.3,4,78.1,Low,sudden_improvement
STU0583,6,6.31,82.1,70.0,70.3,56.6,85.5,48.3,,7.6,1,71.2,Low,normal
STU0584,5,6.44,64.8,48.6,56.8,76.4,69.0,50.6,12.1,4.8,5,50.2,Medium,normal
STU0585,6,8.24,81.2,70.8,62.2,70.3,83.5,73.1,15.9,,2,86.0,Low,normal
STU0586,4,8.9,84.2,100.0,87.2,71.5,100.0,83.7,17.9,7.1,1,88.7,Low,normal
STU0587,6,7.98,100.0,69.1,76.5,84.7,91.1,84.9,21.0,6.5,0,84.1,Low,normal
STU0588,3,8.07,79.9,81.4,67.4,96.1,70.8,55.8,15.9,6.9,2,76.7,Low,normal
STU0589,4,8.9,88.5,84.5,96.3,87.5,91.2,80.7,12.3,6.7,0,95.9,Low,normal
STU0590,3,8.46,95.7,93.1,65.3,95.8,86.4,93.2,15.2,6.8,2,89.5,Low,normal
STU0591,6,7.82,86.2,75.7,65.8,81.2,90.3,79.7,15.1,7.4,4,76.2,Low,normal
STU0592,4,7.67,77.3,70.0,60.2,66.0,72.6,44.3,12.1,3.8,4,78.0,Low,normal
STU0593,3,7.44,84.3,78.9,46.9,68.7,88.1,74.3,15.7,8.4,0,46.6,Medium,normal
STU0594,3,7.14,100.0,55.8,39.7,46.2,84.9,71.9,13.7,9.5,1,72.4,Low,normal
STU0595,6,6.77,55.5,62.7,53.9,44.5,38.7,41.4,5.2,1.6,5,60.7,Low,normal
STU0596,6,6.8,83.7,53.1,61.5,87.2,78.8,,14.9,6.4,4,53.0,Medium,normal
STU0597,5,8.38,63.7,77.0,85.6,69.7,75.3,71.2,14.0,5.1,6,84.8,Low,normal
STU0598,5,9.54,84.7,94.7,100.0,93.4,72.6,69.2,13.5,8.3,3,100.0,Low,normal
STU0599,4,8.99,92.8,88.8,90.7,100.0,100.0,98.8,11.9,7.2,1,97.7,Low,normal
STU0600,4,8.22,98.5,88.9,85.3,83.4,88.4,78.8,13.1,8.7,4,74.0,Low,normal
STU0601,6,9.44,75.3,80.8,82.8,82.5,66.5,82.9,10.0,,2,90.6,Low,normal
STU0602,3,6.77,68.9,40.5,20.5,52.0,58.8,34.3,11.6,5.1,5,54.1,Medium,normal
STU0603,4,8.13,78.5,82.58341877711761,98.13153844967414,99.1,73.9,90.73503524842388,3.432169667834113,1.9090062718896834,1,80.9,Low,low_engagement_high_performance
STU0604,4,6.77,73.3,56.0,61.9,73.3,74.4,67.0,8.8,3.5,4,68.3,Low,normal
STU0605,4,7.22,92.8,71.4,84.2,76.7,82.3,93.2,16.4,9.3,1,80.4,Low,normal
STU0606,4,7.54,77.4,53.6,63.6,58.5,75.0,57.3,17.7,6.7,2,74.6,Low,normal
STU0607,5,9.35,91.1,73.9,67.5,94.0,82.5,61.8,11.1,4.9,0,78.1,Low,normal
STU0608,3,8.65,65.6,65.9,77.4,54.3,48.7,58.7,8.0,4.1,4,67.0,Low,normal
STU0609,5,7.11,74.4,36.0,65.3,81.1,60.1,48.7,12.5,5.1,2,62.4,Low,normal
STU0610,3,6.28,69.3,71.9,77.9,49.8,99.9,46.4,21.8,8.1,3,58.7,Medium,normal
STU0611,3,8.55,96.3,100.0,100.0,100.0,77.7,94.4,,9.4,0,96.7,Low,normal
STU0612,3,5.91,44.7,43.5,27.8,46.3,56.6,48.4,10.5,2.1,4,45.2,Medium,normal
STU0613,6,7.03,75.4,66.1,77.3,68.3,71.3,60.8,13.6,5.7,8,77.0,Low,normal
STU0614,4,8.38,97.5,74.6,76.8,78.1,81.6,65.5,11.4,6.8,1,82.3,Low,normal
STU0615,5,6.14,48.3,50.6,54.4,70.2,51.2,28.0,,1.5,3,41.3,High,normal
STU0616,5,7.83,59.8,70.4,71.1,70.8,65.3,72.8,11.2,4.8,4,83.1,Low,normal
STU0617,5,8.66,84.6,83.4,83.5,78.2,81.3,98.6,13.2,7.3,0,99.5,Low,normal
STU0618,4,7.14,78.5,51.6,44.8,43.8,55.6,47.3,9.0,3.1,6,55.4,Medium,normal
STU0619,4,6.35,44.50840911489604,94.14628497364137,95.76614206052908,76.72156047981484,52.8,42.0,6.6,1.4,2,85.4,Low,low_attendance_high_performance
STU0620,4,6.29,70.8,88.40177740985413,33.83488863691728,56.779323287081866,60.9,55.9,9.4,,2,59.4,Medium,sudden_decline
STU0621,5,9.4,84.1,94.8,86.0,70.1,89.9,100.0,13.4,4.4,3,89.0,Low,normal
STU0622,4,8.28,92.7,79.7,91.4,85.5,76.4,,15.5,8.2,5,87.9,Low,normal
STU0623,6,5.16,70.2,70.4,62.8,50.6,74.0,48.7,6.7,4.9,1,57.1,Medium,normal
STU0624,6,6.71,86.1,68.0,61.2,70.0,83.8,61.7,13.2,5.6,4,60.8,Low,normal
STU0625,3,6.21,69.2,49.2,65.0,71.4,93.6,30.7,12.7,9.8,5,68.0,Low,normal
STU0626,3,8.77,83.0,74.4,72.1,94.1,83.6,54.5,,6.7,1,81.9,Low,normal
STU0627,5,7.83,85.3,71.5,87.8,86.4,82.5,56.4,11.8,8.4,3,71.0,Low,normal
STU0628,4,5.47,89.4,39.1,49.3,55.7,89.7,57.7,15.3,7.6,3,58.3,Medium,normal
STU0629,3,9.38,75.4,71.7,76.1,81.6,79.9,70.3,11.2,5.4,0,82.9,Low,normal
STU0630,6,7.31,65.6,47.3,47.4,67.9,89.4,53.8,8.1,5.5,7,52.6,Medium,normal
STU0631,3,6.26,93.46095365678651,40.8,43.3,42.647016321229685,35.13505051475461,38.5,9.1,8.4,10,48.9,Medium,assignment_problem
STU0632,6,3.18,50.6,29.61860337264959,87.55252713672566,43.6,53.5,73.27909131260347,4.3,5.2,6,76.2,Low,sudden_improvement
STU0633,5,4.08,55.5,61.8,43.4,80.2,55.8,74.2,10.3,7.9,7,52.5,Medium,normal
STU0634,6,6.39,78.2,32.9,40.4,58.9,62.5,45.9,11.8,,4,50.4,Medium,normal
STU0635,3,6.46,100.0,92.83052228209664,77.28306100133271,65.7,83.9,98.33319681778438,2.1173885905698375,2.7725673780570457,2,89.5,Low,low_engagement_high_performance
STU0636,3,6.48,74.8,64.5,64.7,62.0,63.5,54.2,12.1,4.6,3,63.5,Low,normal
STU0637,5,8.26,98.5,79.7,96.1,72.7,92.8,97.4,13.7,6.0,3,88.4,Low,normal
STU0638,3,10.0,78.4,78.1,69.4,93.3,80.3,73.4,17.8,8.1,3,93.2,Low,normal
STU0639,4,7.1,63.0,55.8,75.2,69.5,79.2,40.8,10.7,4.7,0,55.2,Medium,normal
STU0640,4,7.18,73.9,56.1,56.1,63.5,73.5,50.5,13.3,0.9,2,51.8,Medium,normal
STU0641,3,9.17,76.5,71.1,64.2,74.7,73.0,74.0,12.7,9.7,2,84.3,Low,normal
STU0642,3,5.97,66.9,54.5,58.9,57.0,67.5,56.1,13.3,5.2,2,78.5,Low,normal
STU0643,6,8.9,91.5,100.0,89.4,91.6,94.0,95.4,16.3,7.3,0,100.0,Low,normal
STU0644,3,6.15,67.9,35.1,35.3,44.6,70.1,24.9,12.6,7.7,2,60.9,Low,normal
STU0645,3,7.72,72.9,71.7,69.7,66.9,88.4,,15.3,5.1,2,69.5,Low,normal
STU0646,5,5.56,46.5,85.33383433128121,33.981676515865956,50.15161585000263,34.6,34.2,7.7,4.0,7,50.6,Medium,sudden_decline
STU0647,6,6.08,66.7,54.3,64.9,62.0,68.8,64.4,9.7,4.6,5,64.9,Low,normal
STU0648,4,7.59,87.7,74.5,63.6,74.3,100.0,43.4,9.6,4.7,4,76.6,Low,normal
STU0649,3,6.04,57.1,25.2,20.6,53.8,67.3,36.7,5.7,6.4,7,29.1,High,normal
STU0650,5,7.98,89.4,57.3,65.5,72.3,62.5,50.5,17.1,8.1,3,67.9,Low,normal
STU0651,6,7.53,81.10880264750814,87.8,69.7,48.73233128078179,47.117564935944074,85.9,14.5,8.4,9,50.3,Medium,assignment_problem
STU0652,6,5.84,82.6,50.7,37.5,44.9,73.9,55.0,13.0,6.5,5,47.0,Medium,normal
STU0653,5,8.53,64.1,59.7,76.9,64.7,82.5,73.7,9.1,6.2,5,68.3,Low,normal
STU0654,4,4.51,80.4,43.3,22.9,51.4,54.9,50.0,11.0,3.7,6,47.7,Medium,normal
STU0655,5,7.43,88.0,75.9,43.0,61.7,79.6,58.1,9.3,6.0,5,68.2,Low,normal
STU0656,3,7.8,86.9,84.3,90.6,81.2,83.1,63.0,13.0,6.3,4,89.5,Low,normal
STU0657,5,6.89,66.3,51.9,49.7,75.9,49.0,40.8,5.3,0.4,5,58.4,Medium,normal
STU0658,5,8.9,62.8,77.4,70.2,50.2,68.4,45.8,11.3,5.2,6,63.8,Low,normal
STU0659,6,6.52,66.7,60.2,58.2,62.9,70.3,53.7,16.1,9.1,6,65.9,Low,normal
STU0660,4,7.32,85.8,69.2,66.8,93.6,88.3,52.2,18.4,7.2,3,64.5,Low,normal
STU0661,3,7.72,89.1,77.7,58.0,66.4,80.6,67.3,6.9,4.5,4,67.0,Low,normal
STU0662,5,6.72,40.8,40.8,70.1,50.2,44.8,62.1,6.0,0.9,2,51.0,Medium,normal
STU0663,5,7.96,75.5,64.3,45.6,78.7,89.4,52.3,11.6,5.5,3,60.2,Low,normal
STU0664,6,9.56,88.0,70.9,88.5,89.7,90.9,,11.2,8.7,2,89.9,Low,normal
STU0665,3,10.0,87.13999966690116,100.0,100.0,27.49420403787914,37.42962094988152,71.2,16.1,8.6,8,54.7,Medium,assignment_problem
STU0666,4,8.72,77.2,81.1,76.4,86.1,78.3,93.1,12.8,6.9,3,77.7,Low,normal
STU0667,5,9.08,47.0094160128195,77.0615756526747,82.58372819888153,75.62517425839764,85.8,60.0,14.6,4.9,3,79.8,Low,low_attendance_high_performance
STU0668,4,8.68,94.09661279486608,86.0,97.6,32.148257248484015,43.829226934651324,67.7,12.7,4.5,10,54.9,Medium,assignment_problem
STU0669,6,9.11,75.1,75.4,70.7,84.4,86.9,88.2,13.6,8.3,1,79.2,Low,normal
STU0670,4,6.79,75.7,43.7,40.3,49.4,60.8,54.8,14.7,6.8,4,45.5,Medium,normal
STU0671,6,6.35,93.84650672284124,46.84662711313044,43.69007862102481,81.8,100.0,22.458917765962827,10.8,8.0,2,41.3,High,high_attendance_low_performance
STU0672,5,5.7,76.7,55.9,46.4,56.8,68.4,51.6,10.3,4.0,4,51.9,Medium,normal
STU0673,6,8.36,83.3,100.0,70.0,95.1,100.0,68.5,11.0,9.5,1,74.2,Low,normal
STU0674,4,7.73,68.1,75.2,93.5,86.8,96.1,65.2,10.2,5.5,3,86.8,Low,normal
STU0675,6,6.37,71.7,56.0,45.6,55.6,75.8,50.4,13.5,6.8,5,56.5,Medium,normal
STU0676,4,6.59,57.2,42.7,33.6,44.4,37.2,47.4,0.0,1.0,6,56.6,Medium,normal
STU0677,5,9.89,100.0,91.1,98.7,100.0,88.8,94.4,14.0,7.0,1,100.0,Low,normal
STU0678,3,6.14,76.5,41.9,52.4,60.7,73.3,46.7,18.3,7.7,2,52.1,Medium,normal
STU0679,4,6.53,59.9,49.0,64.8,40.9,50.0,38.1,1.5,2.0,3,38.9,High,normal
STU0680,4,5.39,77.1,36.7,20.2,43.8,73.8,44.6,16.8,4.5,2,50.1,Medium,normal
STU0681,4,6.6,59.2,62.6,64.9,59.9,70.1,51.7,6.5,0.5,6,49.6,Medium,normal
STU0682,6,9.12,78.1,73.2,78.9,53.9,63.1,88.2,9.6,2.9,1,75.6,Low,normal
STU0683,3,8.91,78.7,83.3,80.3,79.1,71.9,82.5,16.0,6.1,1,98.2,Low,normal
STU0684,6,7.01,77.1,79.6,76.9,47.8,82.5,46.8,20.1,10.0,4,76.5,Low,normal
STU0685,6,6.39,51.6,57.2,62.4,34.5,45.6,46.8,0.5,0.5,7,56.5,Medium,normal
STU0686,3,7.55,75.0,75.5,52.9,55.8,65.7,63.5,7.7,6.1,5,73.6,Low,normal
STU0687,5,7.09,66.4,84.3,88.4,78.1,63.2,74.4,14.8,5.5,3,85.2,Low,normal
STU0688,4,6.66,89.1,82.4,56.2,81.4,86.6,81.2,15.0,4.8,5,84.5,Low,normal
STU0689,3,4.02,80.0,49.3,24.7,40.6,52.0,28.0,12.8,3.3,8,32.6,High,normal
STU0690,4,8.8,80.5,79.5,78.9,89.3,71.3,66.4,14.9,4.1,6,77.7,Low,normal
STU0691,6,6.79,76.2,53.5,71.3,72.1,80.7,33.5,19.4,4.9,6,55.1,Medium,normal
STU0692,3,6.35,73.8,42.2,44.7,59.0,65.2,53.4,11.8,3.5,3,53.9,Medium,normal
STU0693,5,5.63,69.1,56.0,49.5,44.3,78.6,73.6,12.1,2.2,3,54.9,Medium,normal
STU0694,5,7.96,82.0,79.4,93.8,79.4,88.2,78.1,16.2,9.3,1,72.4,Low,normal
STU0695,6,8.52,90.1,82.5,79.9,83.9,100.0,58.1,14.9,7.5,2,78.5,Low,normal
STU0696,3,7.39,75.57656670310647,77.0,56.0,27.93692682244476,54.08919903743403,53.0,14.9,4.5,6,50.9,Medium,assignment_problem
STU0697,5,8.11,58.9,45.7,46.2,64.4,64.0,45.3,11.6,5.4,5,59.1,Medium,normal
STU0698,5,7.62,66.1,76.0,77.4,62.4,71.4,44.7,12.0,3.1,8,73.6,Low,normal
STU0699,5,9.7,89.0,91.4,87.5,90.8,87.1,72.7,18.8,3.4,2,89.0,Low,normal
STU0700,6,7.92,82.7,61.3,81.6,71.3,90.4,61.4,14.7,10.0,0,61.9,Low,normal
STU0701,6,6.9,85.6,63.7,70.6,73.0,71.9,68.4,12.2,5.0,5,69.0,Low,normal
STU0702,3,7.61,81.9,84.5,74.4,78.4,55.8,87.8,10.9,5.8,3,87.7,Low,normal
STU0703,4,6.47,92.9,84.7,75.4,79.3,94.4,70.8,14.4,5.0,2,67.5,Low,normal
STU0704,4,9.33,81.0,77.8,68.4,78.5,95.3,48.3,18.4,5.2,4,83.5,Low,normal
STU0705,4,9.06,88.1,86.3,78.6,78.4,89.3,67.1,18.1,8.6,0,73.5,Low,normal
STU0706,4,6.27,48.9,59.0,100.0,65.9,29.9,51.9,,4.5,4,67.2,Low,normal
STU0707,4,7.32,77.2,89.6,88.2,52.4,65.1,68.6,11.1,7.3,2,83.3,Low,normal
STU0708,4,5.83,62.5,45.7,53.4,60.5,52.4,54.7,8.9,2.3,6,49.8,Medium,normal
STU0709,6,7.84,87.1,65.2,57.3,64.0,69.2,61.0,10.3,8.0,4,87.7,Low,normal
STU0710,3,7.24,56.2,74.2,79.0,52.5,77.9,55.2,7.2,4.9,8,62.8,Low,normal
STU0711,6,5.18,56.6,50.6,58.8,60.2,70.0,47.0,13.6,6.7,0,51.7,Medium,normal
STU0712,4,7.2,89.8,74.4,87.6,60.1,87.8,55.0,21.7,9.0,2,79.1,Low,normal
STU0713,5,7.85,80.1,64.6,89.9,66.0,78.3,69.8,6.3,3.3,2,71.0,Low,normal
STU0714,6,8.04,88.3,72.4,57.8,71.6,90.0,83.0,14.9,5.5,0,64.2,Low,normal
STU0715,4,8.16,81.0,83.4,59.8,65.8,36.5,62.6,12.4,4.3,2,62.6,Low,normal
STU0716,4,6.33,59.7,51.0,40.2,45.3,43.5,52.4,9.2,3.9,5,57.4,Medium,normal
STU0717,4,5.42,65.6,52.0,39.5,73.7,50.0,48.1,12.1,3.4,5,48.5,Medium,normal
STU0718,4,6.48,80.11370233613277,49.6,46.1,24.83082133402084,33.285848033087326,57.6,11.1,2.0,10,55.4,Medium,assignment_problem
STU0719,6,7.92,91.9,69.9,71.5,66.8,89.6,61.5,17.4,8.0,0,74.3,Low,normal
STU0720,6,4.75,55.8,33.6,52.4,41.5,39.7,54.0,8.4,2.9,4,51.2,Medium,normal
STU0721,3,7.5,44.4,55.4,70.2,55.4,23.9,35.1,2.1,2.0,7,60.5,Low,normal
